Clothing ID,Rating,Recommended IND,Department Name,Class Name,is_truncated,rating_rec_conflict,product_review_count,coverage_tier,Title,Review Text,keyword_label,all_matched_labels
845,2,0,Tops,Blouses,False,False,6,thin,Huge,"Really cute piece, but it's huge. i ordered an xxs petite and it was unfortunately extremely wide and not flattering. returning.",STYLE_EXPECTATION,STYLE_EXPECTATION
845,1,0,Tops,Blouses,False,False,6,thin,,"I usually wear a medium and bought a small. it fit ok, but had no shape and was not flattering. i love baby doll dresses and tops, but this was a tent. my daughter saw me try it on and said ""that's a piece of tablecloth."" it's going back.",STYLE_EXPECTATION,STYLE_EXPECTATION
861,1,0,Tops,Knits,False,False,244,sufficient,Huge,"I was very excited to order this top in red xs. so cute, but it was huge, shapeless and support thin! it had to go back. i should've looked at other reviews.",STYLE_EXPECTATION,STYLE_EXPECTATION
822,2,0,Tops,Blouses,False,False,36,sufficient,Not a fan,The fabric felt cheap and i didn't find it to be a flattering top. for reference i am wearing a medium in the photos and my measurements are 38-30-40.,UNDETERMINED,
863,2,0,Tops,Knits,False,False,306,sufficient,,"Runs big and looked unflattering. i am petite, might work on someone taller.",STYLE_EXPECTATION,STYLE_EXPECTATION
861,1,0,Tops,Knits,False,False,244,sufficient,Poor quality,This is so thin and poor quality. especially for the price. it felt like a thin pajama top. the buttons are terrible little shell buttons. this could not have been returned faster.,MATERIAL_QUALITY,MATERIAL_QUALITY
1082,2,0,Dresses,Dresses,False,False,147,sufficient,Disappointing quality,"The design/shape of the dress are quite flattering, flirty and feminine. but.... there is no way that the dress i received is new. the color is a faded washed out red and there are black stains all over the belt area. there is no tag... the fabric looks droopy and laundered and is not crisp, stiff or new. i am very disappointed by the quality of the item that i received. undoubtedly this one is going back.

dear retailer - please make sure that you do not send pre-owend clothing articles to",UNDETERMINED,
850,2,0,Tops,Blouses,False,False,338,sufficient,Awkward fitting,"First, the fabric is beautiful and lovely for spring and summer. i really wanted to like this top, but the fitting is so awkward for me. i typically where a 0/xs, and sized up in the shirt to a size 2. it was very tight and pulled funny across the chest (size 32/a). i also found the cut at the shoulders very narrow (need a strapless bra) and made it look unflattering overall. had to return this one back to the store.",STYLE_EXPECTATION,STYLE_EXPECTATION
829,1,0,Tops,Blouses,True,False,527,sufficient,"Scratchy, uncomfortable top","The title says it all....this fabric of this top is both the best and worst part of the design. the colors are vibrant and the combination of materials (shoulder is a knit, sweater-like navy fabric) is interesting. however, that is where the positive comments end on this one. the top is so scratchy,, stiff, and, frankly, uncomfortable. i cannot imagine wanting to wear it. it could benefit from a lining, and that might have solved the problem of scratchy, itchy fabric.

the stiff fabric of the bo",MATERIAL_QUALITY,MATERIAL_QUALITY
1094,2,0,Dresses,Dresses,False,False,756,sufficient,Not for me,"The colors are vivid and perfectly autumnal but the fit is a mess. it was overall too large, the waistline curves up in the front and then falls into small pleats which was maternityish, the waistband was thicker than the dress and sat away from my body and the material was a cheapish poly. had the outer dress been made from the same material as the lining, i would have liked it better. the modesty closure was a plus but the dress was already unraveling when i took it out. #returned",UNDETERMINED,
895,2,0,Tops,Fine gauge,False,False,404,sufficient,Not as pictured.,"Online, this looks like a great sweater. i ordered an xxsp and found that this sweater is much wider in the middle than pictured. in fact, i'm pretty sure they pinned the shirt in the back for the picture to make it appear slimmer. unfortunately, this sweater will not work for me, as i am an hourglass shape and this shirt makes me look 20 pounds heavier.",DESCRIPTION_MISMATCH,DESCRIPTION_MISMATCH
895,2,0,Tops,Fine gauge,True,False,404,sufficient,"Fits strange, flimsy material","I was worried about this item when i ordered it because of how it looks in the picture, but i had wishful thinking. i should have gone with my gut! this shirt does not have the same quality as all my other retailer purchases. it is see-through and flimsy. the bottom is just like the picture, it hangs in an odd rumpled way. the top is very flattering though, so it's a shame! if the bottom fit nicer like their other products i could have gotten away with wearing a cami under it to make up for the qu",MATERIAL_QUALITY,MATERIAL_QUALITY
895,2,0,Tops,Fine gauge,False,False,404,sufficient,Nice but too thin,"I was minimally torn over whether to return this but ultimately it's going back because the knit is just too thin. i thought it would be cozy and be of normal sweater weight but it's not. and because it's so light, the swing effect doesn't really come off. nothing special.",UNDETERMINED,
828,4,0,Tops,Blouses,True,True,225,sufficient,Too big,"I loved this top; it reminded me of one i have from retailer from circa 2008 in black and white; however, on this one, the chest area is too big, in both the 14 and 16, and i even found myself tugging downward on the fabric to keep it in place because the waist is elastic and also too big. i probably need a size 12, but then i fear it would be too short-waisted on me, for i am 5'10"". unfortunately, it is not for me. also, the sleeves are much bigger and flouncier than they appear in the photo on t",UNDETERMINED,
862,1,0,Tops,Knits,False,False,806,sufficient,,Love the fabric of this shirt even though it was thinner than i expected. it is soft to the skin and flattering. however i returned it because it is made for women with long torso and shorter shoulders.,UNDETERMINED,
1020,1,0,Bottoms,Skirts,False,False,158,sufficient,Not as pictured!,"The skirt that i received had very little blue or green in it, and was mostly white, yellow and some red. the fit was fine but the quality for the price was not there for me. the lack of quality and the disappointment in the quality equals a return.",DESCRIPTION_MISMATCH,DESCRIPTION_MISMATCH
305,2,0,Intimate,Swim,False,False,1,thin,Very small,"Bought a large, could barely pull up over my butt. runs extremely small. it's cute but if your not a stick figure, this is not the suit for you.",UNDETERMINED,
840,2,0,Tops,Blouses,False,False,59,sufficient,Light & large,"The shirt is absolutely cute looking. but that's just that....looks. i'm 5'2"" size 6 & wears m to l top. i tried on the medium in the store, it was rather flowing. i liked it. but i didn't like how it fit on the underarm area. it hung very low. so i ordered a petite m. still the same. plus the store the lighting was dark so i didn't realize how see through the shirt was too. had to return it.",MATERIAL_QUALITY,MATERIAL_QUALITY
1066,2,0,Bottoms,Pants,False,False,89,sufficient,Not what i expected,I have a similar pair of capris from retailer and when i ordered these i thought they were the same in a different color. these are less flattering and i may not keep them.,DESCRIPTION_MISMATCH,DESCRIPTION_MISMATCH
647,1,0,Intimate,Lounge,True,False,4,thin,"Loved this, then washed it twice and it fell apart","I loved this dress from the moment i tried it on. so flattering to my postpartum body without being a huge tent. soft fabric, and for a white/lightly striped dress, not sheer. i'm bummed because after washing only twice (followed the instructions to wash) on gentle cycle and low tumble dry, holes started appearing everywhere, both on the cream ribbed hem in the front bottom and all across the chest, in the white part of the fabric only (it looks like the black stripes are holding the holes toget",MATERIAL_QUALITY,MATERIAL_QUALITY
868,2,0,Tops,Knits,False,False,430,sufficient,,"Like the other reviewer said this top is extremely wide and boxy. it must be pinned in the picture online. it's very frustrating when they do that. thank goodness i didn't pay for shipping! for reference, i'm 5'2 and 135 pounds and bought the xxs, it's going back for sure. i'm trying to lose baby weight, not trying to look pregnant!",STYLE_EXPECTATION,STYLE_EXPECTATION
878,2,0,Tops,Knits,False,False,47,sufficient,"Not much structure, boxy...","I wanted to love this sweatshirt, but alas, it is going back. upon opening and unfolding, the first thing i noticed: the dots and not solid. they are sort of distressed looking, with parts of them missing. secondly, it doesn't have a lot of structure. it's soft and kind of floppy but in a weird way. it's just not flattering on me. it looks more like a pajama top than something i would wear out of the house. for reference, i ordered the 3, and i'm usually a 10/12 in tops.",STYLE_EXPECTATION,STYLE_EXPECTATION
844,2,0,Tops,Blouses,False,False,50,sufficient,Disappointing!,"Like another reviewer mentioned, this shirt is way too short. i'm only 5'2"" (xs) and there is no way this top would tuck in like on the model. also, the quality isn't great as it's very thin and there are strings hanging from some of the seams in the front. it's a shame b/c the print is really pretty and there is this cute little bicycle charm on the tag which makes it feel more unique. sadly, it's going back!",UNDETERMINED,
844,1,0,Tops,Blouses,False,False,50,sufficient,Not a good fit,"This top was way too short (i'm only 5'1) and way too wide. the cut of this top was so wide, it looked like a tent on me. i really wanted to love this top because the material and style (sleeves, ruffle) are beautiful, unfortunately there is something wrong with the cut. i've have several blouses made by one fine day, which fit nicely, for some reason this top did not. i ordered in my usual s size, even going to an xs would not work because the cut is wrong.",STYLE_EXPECTATION,STYLE_EXPECTATION
844,2,0,Tops,Blouses,False,False,50,sufficient,So disappointed! please fix it!,"This blouse is so beautiful - the collar, sleeves, material...everything except the cut! it was like a tent. it needed to be more tapered, which would be easy to do while still maintaining the beautiful breezy flow, and be about two inches longer.

i had been drooling over this top for awhile and was so disappointed! please fix it and then i will buy again. i am 5'4"", 140lbs and busty...a small was perfect, with the exception of the massive amount of material.",STYLE_EXPECTATION,STYLE_EXPECTATION
936,2,0,Tops,Sweaters,False,False,358,sufficient,Sweater not a coat,"Not a coat by any means, merely a thin wool boucle like sweater with a cheap thin synthetic lining ---and i also would never want the lining to be seen by anyone if i were to set the sweater on a chair or be helped in putting the thing on. the length and bulk is hard to layer under anything else and isn't pretty enough for a spring coat..sizing is also 2 sizes larger than anticipated.",UNDETERMINED,
831,1,0,Tops,Blouses,True,False,164,sufficient,Could have been cute...,"The fabric was nothing special (i usually like a cotton/silk blend woven fabric, but this was stiff feeling) and the pattern was cute. but what made me return it was the fact that 1) the rose gold glitter dots are puffy paint. literally. puffy. paint. and 2) the dots were not quite dry on my top when it arrived. parts of the paint came off on my fingers and the top was stuck to itself because of it. i could barely unfold it.

i'm sure this could have been cute, but who wants a top that looks lik",UNDETERMINED,
836,2,0,Tops,Blouses,False,False,205,sufficient,,"I love maeve and was so excited for this top which looked like an update from a last season favorite. unfortunately the fabric was stiff, it was tight in the chest and went straight down from there. returned.",FIT_CUT,FIT_CUT
995,2,0,Bottoms,Skirts,True,False,36,sufficient,Poorly executed,"This skirt is very short. i ordered my usual xs petite and it was so short that the longest part ended above my ankle. that's quite off because i'm only 5 feet tall, and i wore it pretty low on the hips. it also flares out awkwardly below the knee. there are 2 vertical seems and they exacerbate the jagged appearance of the hem. i was drawn to the edgy style shown in the photo but in person it looks like my 5 year old cut up a skirt. plus, the fabric--while thick and beautiful and stretchy--has a",DESCRIPTION_MISMATCH,DESCRIPTION_MISMATCH
1104,1,0,Dresses,Dresses,False,False,185,sufficient,Bad quality.,"I don't normally review my purchases, but i was so amazed at how poorly this dress was made, i couldn't help myself but to post a review. the neck line isn't even hemmed down so it flaps up. the material is thin and feel cheap. this dress isnt even worth $20 in my opinion. i was expecting a well made, good quality dress for the high price tag.",MATERIAL_QUALITY,MATERIAL_QUALITY
902,2,1,Tops,Fine gauge,True,True,18,thin,,"I got this top to wear with shorts as the color goes with a lot of different prints. the quality is excellent. this top runs very large, as in three (3) sizes too large. for the record i am a 34.25.35 and ordered my regular size the xs and this top makes me like i'm pregnant with twins. also, the layering looks nothing like it does on the model, it looks sloppy, unkept and a general. i think this would still be great for ladies who are bigger in the chest and waist, otherwise it just doesn't wor",DESCRIPTION_MISMATCH,DESCRIPTION_MISMATCH|SIZING_ACCURACY|STYLE_EXPECTATION
1083,2,0,Dresses,Dresses,False,False,249,sufficient,Flimsy,"I love byron lars dresses, and this design is on-point. the ruffle at the neckline is so pretty, and the dress fits like a dream. however -- the fabric!!! i would have loved it if this dress had a heavier feel. this is, sadly, going back today.",UNDETERMINED,
1083,4,0,Dresses,Dresses,False,True,249,sufficient,Bunches up weirdly in the front,"I loved this dress as soon as i tried it on, but... it bunched up weird in the front around my hips. i ordered a second size 4, hoping that it would fit better. but same thing. if i tried to go to a size 6 it would be too big every where else. fyi - i'm 5'8"" 129lbs and i'm a runner. it's not like i have a huge backside or anything. my guess is sizing is off. i've tried another of his dresses and it fit perfectly.",UNDETERMINED,
1077,2,0,Dresses,Dresses,True,False,297,sufficient,Looks fine if you don't move your arms.,"Three strikes and retailer is out for me! i am so disappointed. i really liked this dress and was looking for a fun, distinctive new shift dress. got it, tried it on, took it off, went back to look at the listing online...nowhere does it mention that it has a drop-seam in the shoulders. i guess you can see it if you zoom in closely on the image, but it's not mentioned in the text. who on god's green earth actually looks good with a drop-shoulder?! it hits every woman under 5'10"" right in the middl",UNDETERMINED,
862,2,0,Tops,Knits,True,False,806,sufficient,Poor quality,"I bought this in the white, size m (140lbs., 5'8"", 34b) because i wanted a baggy fit, which i got, so this is tts. the white is more of an off-white rather than a bright white, which i like because i happen to be looking for an off-white tee. and the shape is good--even in a larger size, this tee nips in at the waist.however, the quality of this tee is lacking, as it is the typical, cheap, marled, slightly see-through material that seems to be everywhere these days and the band on the back of th",MATERIAL_QUALITY,MATERIAL_QUALITY
1078,2,0,Dresses,Dresses,False,False,1024,sufficient,"Cute concept, fits weird",The fun colors drew me to this but it sure fit weird. the top was fine but it became a bit tent-like in the waist. the material doesn't feel great either.,STYLE_EXPECTATION,STYLE_EXPECTATION
948,2,1,Tops,Sweaters,False,True,10,thin,Itchytown,"Is not a place i want to be, even if the style of a sweater is great. yes, this sweater is very cropped, but i think it's definitely intended to be worn off the shoulder to drop the waist a bit. it's the itchiness that makes it an immediate ""no"", and that's coming from someone who has serious fiber itch tolerance.",MATERIAL_QUALITY,MATERIAL_QUALITY
948,2,0,Tops,Sweaters,False,False,10,thin,Cropped and itchy,"I'm assuming the model showing the sweater is at least 5'9"", it is slightly cropped on her , but it certainly doesn't look super cropped. i'm 5'4"" and its super cropped on me. even with high waist jeans.
also, it is incredibly itchy. i even tried it with a cami under but the itchy wool came right through the cami.
too bad, its a cute design, just needs some tweaking.",MATERIAL_QUALITY,MATERIAL_QUALITY
850,2,0,Tops,Blouses,False,False,338,sufficient,Weird color and fit,Color is not like photo and fit doesn't work if you're busty,DESCRIPTION_MISMATCH,DESCRIPTION_MISMATCH
1078,2,1,Dresses,Dresses,True,True,1024,sufficient,,"I loved this dress when i saw it. however the fit was way off. i am 5'7"" 120 lbs and the small was way too big from the waist down. when the xs arrived i was sure it would be perfect. unfortunately the waist hit way too high, above my rib cage and the dress was too short. it was as if it was a petite size. i was very disappointed as this is such a pretty, easy dress to just throw on for school. unfortunately neither size looked right on me and i had to return both. the material is also not the s",SIZING_ACCURACY,SIZING_ACCURACY
833,1,0,Tops,Blouses,False,False,157,sufficient,,"This top runs super small in the upper arms, shoulder area..could not even stretch out my arms! ...other then that major problem, the length and body fit were perfect...i am true med and/or large in all retailer tops so i tried sizes 10, 12 and neither worked for me due to arm/shoulder fit...disappointed because it really is a beautiful top...",FIT_CUT,FIT_CUT
875,2,0,Tops,Knits,False,False,115,sufficient,Fit is not cute,"I was really excited about this top since i have others from retailer that are similar in styling. unfortunately, it just didn't work out. i am petite with a short torso and ordered my usual size and it was way too short in the front. the top was also boxy and didn't sit right. it just wasn't flattering. cute top on the hanger, but just not on me.",STYLE_EXPECTATION,STYLE_EXPECTATION
875,2,0,Tops,Knits,False,False,115,sufficient,Do not like the front,"The back of this t-shirt looks cute but the front looks really weird. the material in the back is quite stiff but the grey material is soft, so the front gray area ends up hanging weirdly and looking uneven and messy. i appreciate asymmetrical clothing but to me it looked like a patched up rag from the front. it fits true to size.",UNDETERMINED,
875,2,0,Tops,Knits,False,False,115,sufficient,Awkward style,Fits very strange. odd cut. does not look well on.,UNDETERMINED,
1037,1,0,Bottoms,Jeans,False,False,106,sufficient,"Wanted to love, but sadly will return.","These run very small!! they are also short, almost like a crop pant. the fit was so weird that i won't even exchange for a bigger size.",UNDETERMINED,
995,2,0,Bottoms,Skirts,False,False,36,sufficient,No shape,It looks like you are wearing cargo shorts. really unflattering. avoid buying this skirt,STYLE_EXPECTATION,STYLE_EXPECTATION
838,1,0,Tops,Blouses,False,False,37,sufficient,Boxy and short,This top looked super cute online but when it came it was super short and boxy. looked like a tent on me. this one went back the same day it came!,STYLE_EXPECTATION,STYLE_EXPECTATION
1059,2,0,Bottoms,Pants,False,False,294,sufficient,,"I love the fit of these pants -- they're the perfect slim black pants. however, i wore these pants exactly three times before the seams split the middle of the pant in not just one, but multiple places. disappointed by the workmanship/quality of the product, especially since the pants fit amazingly and don't sag like other slim fitting black pants tend to do. i hope retailer will take this into consideration and improve the quality of future iterations of this product.",UNDETERMINED,
1059,1,0,Bottoms,Pants,True,False,294,sufficient,What a waste,"I waited three months for these pants. when they finally arrived, i was mostly pleased. they seemed like the staple pant everyone is raving about. and they should have been.
problem one: they bag out. i got one wear out of them before i needed to wash and hang to dry (regained shape then).
problem two: the crotch split! in the front! i'm a teacher. i sincerely hope no one noticed! i read other reviews about this problem and don't know if i got a bad batch or if a similar fate is awaiting other",UNDETERMINED,
1059,2,0,Bottoms,Pants,False,False,294,sufficient,Not what i had hoped for...,"Like others, i finally received my size 6p black pants after months of waiting. for starters, these pants run small, so i ordered a size up but still in petite, because i adored the red ones i got this past summer. when the black pants arrived, they were a full three inches shorter than the red ones (which were also 6p), and the fabric did not feel anywhere close to the same quality. i'm debating ordering the regular length, but i'm not sure i'll bother, based on some of the other reviews.",SIZING_ACCURACY,SIZING_ACCURACY
634,2,0,Intimate,Lounge,True,False,13,thin,"Loungewear, not outdoor wear","So i recognized the fact that this dress was likely intended more for lounging than for wearing out and about, but i once had a lot of luck with dresses of this price point (and intent) at retailer, so i had hopes. i was just wanting it to be a great addition for vacations and beach days, but it's honestly so thin i couldn't even see it working that well for that. it's also cut smaller than i was anticipating judging by the way it fits the model; my usual small was way more bodycon than i was anti",MATERIAL_QUALITY,MATERIAL_QUALITY
838,2,0,Tops,Blouses,False,False,37,sufficient,Weird fit,"I tried this on in the store and was disappointed because it looked so fresh and vibrant on the hanger. but it's basically cut for model-sized people only. it's short and wide, and if you have any boobs at all it'll make the back pucker. i can't imagine this will look good on most women.",UNDETERMINED,
1059,2,0,Bottoms,Pants,True,False,294,sufficient,Stretches out,"I am normally between a size 0 and 2, so i ordered these pants in both sizes to make sure i would have a nice pair of black crops to wear to work. the 0 seemed pretty tight all around, so i returned the 0 and kept the 2 even though there was a little bit of room in the waist. of course the size 2 after a few hours of wearing had completely stretched out, was bagging in the crotch area, sliding around on my waist and creasing badly behind the knees. i doubt i will wear these pants more than the o",FIT_CUT,FIT_CUT
1110,1,0,Dresses,Dresses,True,False,480,sufficient,The worst,"I don't typically write bad reviews, but this dress is so bad and i want to save someone else from buying it. i read the mostly bad reviews and still purchased anyway (my fault i know). the dress is super stiff ( i know denim can be that way and it is possible it would soften up after a few washes). i'm typically a 6/8 and the size small swallowed me, and the xs was big everywhere except through the bust (i ordered both sizes to try). i wouldn't recommend buying this if you are a size 8 or small",UNDETERMINED,
1110,2,0,Dresses,Dresses,False,False,480,sufficient,Runs very small,Don't buy this dress unless you are normally a medium or larger. order it one or two sizes smaller than your normal size. i ordered an xs and it's more like a medium or large.,SIZING_ACCURACY,SIZING_ACCURACY
1110,2,0,Dresses,Dresses,False,False,480,sufficient,Huge dress,"The overall styling was great, and the dress is super-cute, if a little thick (it's made of denim, after all). i ordered a size down from my normal, and even then, i was swimming in it. the worst part, and the aspect that will make me return it, is that the arm holes hang down so low that i'd have to wear a tank top under the dress. i'm returning it, though it is really cute and i love this brand. the arm holes killed it for me.",FIT_CUT,FIT_CUT
937,1,0,Tops,Sweaters,False,False,47,sufficient,Stinky sweater!,"Yikes! quite a smell off of this one- like wet/hot wool. the color was beautiful, but the sweater is enormous! strange fit under the arms as well. this one went back the same day.",UNDETERMINED,
1087,2,0,Dresses,Dresses,False,False,129,sufficient,So very disappointed,"I love retailer and fell in love as soon as i saw this dress online. being 5'10"" i love a quality maxi dress and this one did not disappoint. however, being 5'10"" also means the top sweater overlay hits me way short. it looks ridiculous. i also thought that this was very heavy for a maxi dress and could not imagine wearing it in 80 degree weather. unfortunately after waiting so long for it's arrival this is going back.",UNDETERMINED,
937,2,0,Tops,Sweaters,False,False,47,sufficient,Primula cocoon cardi,"This is huge. i understand that's the style, but it looked like i was wearing my husband's size xxl. i tried to imagine a really cold day when all that extra fabric would be nice... but then it started to itch, and itch and itch!",UNDETERMINED,
937,1,0,Tops,Sweaters,False,False,47,sufficient,Not for me,The fit is not as shown on the website. will be returning.,UNDETERMINED,
1087,2,0,Dresses,Dresses,False,False,129,sufficient,Awful if you have any sort of curves!,"I am floored by the amount of positive reviews on this dress! when i received it, it looked nothing like it does on the model. the bottom looked like dirty sand and was completely wrinkled. if you have anything above a c cup, the top looks completely unflattering. i looked so top heavy in this dress! definitely not worth the price. so disappointed.",DESCRIPTION_MISMATCH,DESCRIPTION_MISMATCH|STYLE_EXPECTATION
1110,2,0,Dresses,Dresses,False,False,480,sufficient,Armholes huge,"This didn't work for me. im normally a m (8/10). got this in xs. that was the correct size for me, i believe. however, the armholes were huge. husband said the top of the dress looked like the autobots symbol from transformers and he wanted me to keep it. but, i sent it back.",FIT_CUT,FIT_CUT
1072,2,0,Dresses,Dresses,False,False,197,sufficient,No slip and totally sheer dress,"I just received this in the mail today. first of all there was no slip included and the fabric is totally sheer. the description says ""viscose lining"" so i assume there was a slip and from the picture it looks like it was a beige color. second of all, it was obviously sent from a store where they lost the slip and it was squished into the smallest possible retailer envelope. the fabric is beautiful but the dress is humongous like the previous reviewers said. i ordered a size smaller than us",UNDETERMINED,
945,1,0,Tops,Sweaters,False,False,70,sufficient,Ordinary for the price,"I was so excited to order this sweater but was so disappointed when it came. the knit is somewhat stiff and the sleeves are not as bell shaped as pictured on the model. overall i would of kept it if it were much less money, for the price it is just an ordinary sweater with no style.",DESCRIPTION_MISMATCH,DESCRIPTION_MISMATCH
945,1,0,Tops,Sweaters,False,False,70,sufficient,If only it looked like the photo.....,"This sweater was a big let down. i am 5'2"" so i ordered it in a petite. it was so short that if i lifted my arms, you'd see my bra!! there is no way i could wear it without something under it- even with high waisted bottoms. and the bell sleeves look nothing like the pic. the entire sleeve is just wide, and it continues with little increase into the cuff. it is just short and boxy. it is going back for sure.",STYLE_EXPECTATION,STYLE_EXPECTATION
895,2,0,Tops,Fine gauge,False,False,404,sufficient,Wanted to love it - but . . .,"I wanted to love this. however, the fit was funky and the colors were muted. this is definitely something you must try on in the store. too risky to buy online due to weird fit.",UNDETERMINED,
886,2,0,Tops,Knits,False,False,106,sufficient,Shrinks!!!,"Ladies this top shrinks!!! i am very disappointed, i was in love with this top and the first time i washed it it shrunk a significant amount. i did not use a dryer, i laid this piece out to dry as i do with the majority of my knit tops and it shrunk. it is a lot shorter and much tighter, especially in my arms. if you love this top i might suggest buying a size up and washing it to fit.",MATERIAL_QUALITY,MATERIAL_QUALITY
886,2,0,Tops,Knits,False,False,106,sufficient,Might be great if you have a bun in the oven!,"Again, bought this while wearing my retailer colored glasses. i loved the flowiness and color of the dark pink, and was convinced in the dressing room that this top made me look like a chic goddess, mid-vacation on the amalfi coast. i tried it on at home, and it straight up looked like i was wearing a maternity top. since i'm not with child, this one's going back!",STYLE_EXPECTATION,STYLE_EXPECTATION
886,2,0,Tops,Knits,False,False,106,sufficient,Not a great design,"This shirt is not a good look for a gal with hips. the fit at the top is tight (i ordered a small) but there is so much material at the bottom and if you are a little taller (i am 5'7), it hits at a place that is not flattering. i was hoping for something that hung straight down and would be good with leggings. this is not it...also the material is a little stiffer then i was expecting.",STYLE_EXPECTATION,STYLE_EXPECTATION
886,2,0,Tops,Knits,False,False,106,sufficient,Weird shape.,After seeing this on anthto's facebook page i was so excited to order. i ended up going to a store and trying on. i couldn't believe it was the same shirts when i first saw it. i thought this ran quite big. and the shape was odd. lots of material in the middle. i am a mom of 3 young kids and didn't want people to think #4 was on the way.,UNDETERMINED,
895,2,1,Tops,Fine gauge,False,True,404,sufficient,Sent to me damaged,"I ordered the in the emerald green and it was sent to me with a dime size hole in the sleeve. i am very disappointed, because i love the sweater. by the time it arrived, it was sold out in my size. now, i cannot exchange it for one that is not damaged. if the sweater was not damaged, i would recommend this product.",UNDETERMINED,
895,2,0,Tops,Fine gauge,False,False,404,sufficient,Gold thread,"This is a very pretty sweater, a bit boxy and short but cute. i am 5'1"" and ordered the regular xs in black. the thing i did not like about this sweater was the gold thread through the back lace. i would have kept this if it was plain black lace. just did not like that look.",STYLE_EXPECTATION,STYLE_EXPECTATION
